nx_shortest_path_length,nx_shortest_travel_time_length,shortest_steps,time_steps
3946.2889999999998,270.09999999999997,45.0,45.0
2678.985,195.4,28.0,31.0
4334.732,303.20000000000005,49.0,47.0
1172.7759999999998,86.39999999999998,15.0,14.0
4911.843999999999,347.29999999999995,59.0,32.0
4877.775000000001,313.5,36.0,32.0
3152.24,211.89999999999995,32.0,35.0
2650.3970000000004,158.29999999999998,23.0,23.0
3253.0550000000003,202.5,32.0,32.0
2147.289,145.3,22.0,22.0
816.148,50.6,12.0,12.0
678.1,44.6,10.0,10.0
235.321,17.6,4.0,4.0
3998.8679999999995,284.7,37.0,46.0
3314.6610000000005,255.89999999999992,42.0,35.0
1915.549,152.30000000000004,15.0,16.0
3082.6579999999994,220.20000000000002,23.0,24.0
1920.361,138.70000000000002,25.0,25.0
3456.566999999999,233.50000000000003,40.0,34.0
2462.282,169.70000000000007,35.0,33.0
4141.676000000001,362.4000000000001,49.0,55.0
2721.2309999999998,217.49999999999997,34.0,34.0
4252.429999999999,290.1999999999999,49.0,49.0
2241.4649999999997,148.49999999999994,32.0,31.0
4023.4359999999992,261.20000000000005,35.0,24.0
2102.094,145.90000000000003,26.0,24.0
1293.441,87.0,17.0,17.0
1673.037,160.60000000000002,18.0,18.0
2760.546,193.09999999999997,32.0,32.0
3315.3660000000004,234.80000000000004,25.0,29.0
544.003,39.800000000000004,8.0,8.0
1792.9990000000003,115.9,21.0,21.0
3362.115,213.5,30.0,31.0
1653.585,109.29999999999998,18.0,18.0
3709.549,252.50000000000003,33.0,33.0
2336.0430000000006,161.49999999999997,29.0,22.0
325.825,23.400000000000002,5.0,5.0
859.343,55.900000000000006,12.0,13.0
2495.622,164.6,22.0,26.0
4365.028,312.7,50.0,43.0
2609.639000000001,192.0,30.0,31.0
3511.7749999999996,243.20000000000005,40.0,33.0
3282.1859999999992,176.60000000000002,25.0,17.0
3548.1240000000007,256.0,37.0,37.0
1872.4049999999997,134.9,17.0,17.0
5288.6939999999995,370.3999999999999,42.0,45.0
2255.7909999999997,158.40000000000003,22.0,22.0
1805.4219999999993,116.39999999999999,20.0,14.0
5182.338000000001,363.59999999999997,46.0,49.0
1811.979,122.5,16.0,16.0
4460.794,234.70000000000002,26.0,26.0
4220.311,300.6,44.0,39.0
3635.183,241.49999999999997,38.0,40.0
5098.107,327.10000000000014,46.0,39.0
1293.923,88.79999999999998,11.0,11.0
1856.8600000000001,132.79999999999998,24.0,24.0
834.1049999999999,61.29999999999999,11.0,11.0
6639.0689999999995,437.1999999999997,72.0,79.0
1742.5820000000003,113.10000000000002,23.0,24.0
348.807,22.599999999999998,5.0,5.0
5557.448,349.99999999999994,36.0,35.0
3230.5620000000004,230.79999999999998,36.0,36.0
4112.87,292.49999999999994,52.0,36.0
3195.6049999999996,231.79999999999998,42.0,30.0
3525.751,275.99999999999994,46.0,48.0
2738.245,188.29999999999998,30.0,34.0
3380.088,241.50000000000003,40.0,39.0
4149.617,303.3999999999999,42.0,41.0
4731.887000000001,324.29999999999995,36.0,33.0
2821.474,224.09999999999994,36.0,29.0
5025.184,383.7999999999999,54.0,49.0
1171.961,86.80000000000003,22.0,23.0
4189.292,302.8,37.0,37.0
2313.358,162.70000000000002,29.0,30.0
4012.7,286.3,42.0,44.0
1892.2669999999998,128.89999999999998,18.0,18.0
1563.013,120.70000000000002,15.0,19.0
2299.682,173.19999999999996,25.0,23.0
5000.772000000001,324.1000000000001,51.0,41.0
4838.056,352.5,42.0,42.0
2934.8299999999995,206.70000000000002,35.0,32.0
3938.253,284.5,37.0,37.0
2916.9059999999995,209.10000000000002,33.0,35.0
2916.678,195.8,20.0,20.0
4121.49,282.50000000000006,47.0,41.0
1363.338,88.2,12.0,12.0
1226.105,87.10000000000001,15.0,15.0
2282.2670000000003,159.9,27.0,21.0
2092.388,155.70000000000002,22.0,22.0
4138.297,300.10000000000014,51.0,43.0
1649.7999999999997,215.9,21.0,21.0
649.681,47.199999999999996,7.0,8.0
2073.9379999999996,170.70000000000002,21.0,22.0
2352.739,162.70000000000002,29.0,29.0
4422.856999999999,321.09999999999997,42.0,42.0
2098.018,139.3,26.0,30.0
2223.0599999999995,146.20000000000002,20.0,20.0
3466.532,229.9,34.0,32.0
3526.1109999999994,255.19999999999996,26.0,29.0
3496.974999999999,240.7,40.0,40.0
1197.187,88.80000000000001,21.0,20.0
3690.497,267.4000000000001,37.0,35.0
1196.494,160.79999999999998,12.0,12.0
1275.375,93.69999999999999,23.0,19.0
3616.9279999999994,257.1,44.0,40.0
3922.91,293.5,40.0,43.0
2276.6559999999995,138.89999999999998,22.0,22.0
2787.5550000000003,188.0,20.0,23.0
1361.39,87.00000000000003,21.0,21.0
1870.8790000000001,130.89999999999998,21.0,25.0
1289.632,96.19999999999999,13.0,13.0
4878.096000000001,346.99999999999994,36.0,36.0
5370.761000000001,383.2999999999999,60.0,55.0
2293.6049999999996,153.30000000000004,26.0,20.0
2293.6049999999996,153.30000000000004,26.0,20.0
4953.749000000001,349.09999999999985,49.0,55.0
557.925,36.6,7.0,7.0
2917.036,199.29999999999998,36.0,36.0
373.48499999999996,24.2,6.0,6.0
578.316,41.0,8.0,8.0
4192.611999999999,308.19999999999993,42.0,42.0
1903.1150000000005,136.8,20.0,21.0
4231.686000000001,273.5,41.0,38.0
3553.5510000000004,259.4,38.0,35.0
3250.5950000000003,180.49999999999997,29.0,25.0
1606.557,106.50000000000001,22.0,23.0
1144.846,75.2,11.0,11.0
4035.1079999999997,293.9000000000001,34.0,32.0
4303.453,305.4,52.0,47.0
2409.6870000000004,167.40000000000003,20.0,20.0
751.893,50.29999999999999,11.0,11.0
4166.935,296.69999999999993,33.0,31.0
4131.672,296.29999999999995,45.0,45.0
4222.991000000001,298.0,50.0,48.0
1379.222,90.5,20.0,20.0
2704.0190000000007,353.70000000000005,31.0,31.0
1751.3840000000002,123.9,20.0,20.0
3848.473,273.40000000000003,43.0,41.0
2477.5919999999996,170.89999999999998,30.0,32.0
3619.074,217.89999999999998,32.0,33.0
5636.300999999999,341.00000000000006,52.0,41.0
1040.518,77.0,12.0,16.0
2656.4720000000007,184.70000000000002,30.0,30.0
2622.5919999999996,171.50000000000003,28.0,23.0
4533.696000000001,292.50000000000006,50.0,46.0
1826.333,128.0,19.0,19.0
1724.4990000000003,117.00000000000001,25.0,22.0
4423.446000000001,320.2000000000001,51.0,43.0
894.2660000000001,58.1,13.0,13.0
3379.542,246.99999999999997,41.0,36.0
3140.648,187.00000000000003,27.0,27.0
1945.8080000000002,129.0,25.0,25.0
1764.8449999999996,130.7,20.0,20.0
2699.87,182.30000000000004,32.0,30.0
3189.4339999999993,232.99999999999997,30.0,33.0
2120.3210000000004,154.6,24.0,24.0
4676.498,308.7999999999999,49.0,46.0
4127.436999999999,366.79999999999995,49.0,34.0
802.982,112.39999999999999,14.0,12.0
2568.3430000000003,177.79999999999998,20.0,20.0
184.72199999999998,12.899999999999999,4.0,4.0
2151.2780000000002,160.3,20.0,21.0
2391.295,134.29999999999998,21.0,14.0
1709.278,120.60000000000001,16.0,16.0
1472.615,101.30000000000001,12.0,12.0
1484.8890000000004,98.7,15.0,17.0
2969.4709999999995,198.49999999999997,34.0,27.0
946.767,61.699999999999996,12.0,11.0
3162.456,207.4,28.0,34.0
3369.4229999999993,208.2,30.0,31.0
3220.8280000000004,217.9,34.0,31.0
617.388,48.0,5.0,5.0
4115.026,292.0,50.0,51.0
2286.2129999999997,150.4,21.0,21.0
474.744,33.9,8.0,8.0
3060.2090000000003,211.20000000000002,34.0,37.0
4824.573000000001,320.00000000000006,59.0,56.0
4376.430000000001,318.79999999999995,43.0,41.0
2022.63,138.50000000000003,26.0,22.0
4125.688,289.7,53.0,51.0
2006.239,148.29999999999998,17.0,17.0
3906.207,279.3,31.0,31.0
5940.534999999998,391.79999999999995,65.0,72.0
2202.43,147.30000000000004,28.0,25.0
1865.5890000000002,127.70000000000003,22.0,23.0
2422.755,161.20000000000002,26.0,25.0
3008.2030000000013,202.9,39.0,35.0
1010.993,65.80000000000001,13.0,13.0
2270.5580000000004,150.0,28.0,28.0
657.6949999999999,42.6,7.0,7.0
1911.847,132.1,19.0,20.0
3934.011000000001,278.2000000000001,48.0,40.0
876.812,64.0,13.0,13.0
137.322,8.899999999999999,4.0,4.0
4125.895,270.99999999999994,43.0,43.0
2227.309,147.29999999999998,27.0,28.0
654.7420000000001,138.1,7.0,7.0
3637.655,245.99999999999997,39.0,39.0
4993.406999999999,354.6000000000001,56.0,48.0
4756.333000000001,328.4999999999999,43.0,43.0
2748.7259999999997,195.1,26.0,24.0
3753.306,208.8,32.0,25.0
3377.076,246.19999999999993,41.0,39.0
2611.66,185.50000000000006,29.0,31.0
3789.5009999999997,270.4000000000001,33.0,33.0
1190.7710000000002,85.30000000000001,11.0,11.0
4119.146,298.6,43.0,43.0
976.215,68.9,15.0,15.0
2120.203,136.49999999999997,21.0,24.0
2387.622,171.8,33.0,31.0
531.2620000000001,39.5,5.0,5.0
1383.6629999999998,89.49999999999999,18.0,17.0
3620.159999999999,241.70000000000002,34.0,32.0
724.6069999999999,47.900000000000006,12.0,11.0
3789.415,252.6,42.0,36.0
1906.051,136.70000000000002,18.0,18.0
4617.8859999999995,314.70000000000005,52.0,49.0
3502.8089999999997,236.79999999999995,37.0,41.0
3163.5950000000003,332.59999999999997,33.0,37.0
4429.123999999998,262.09999999999997,44.0,33.0
2944.355,198.5,28.0,23.0
3341.673,244.90000000000003,34.0,40.0
2656.2740000000003,180.39999999999998,33.0,33.0
1326.2229999999997,94.30000000000001,14.0,12.0
3690.775,261.49999999999994,26.0,29.0
3749.6179999999995,259.90000000000003,45.0,30.0
1844.6549999999997,133.2,23.0,23.0
5664.527999999999,378.90000000000015,62.0,65.0
4197.084000000002,299.5999999999999,42.0,42.0
3487.330000000001,244.29999999999998,38.0,22.0
713.551,50.8,10.0,10.0
2759.2889999999998,181.79999999999995,30.0,31.0
2140.3269999999998,146.39999999999998,20.0,20.0
3762.1089999999995,261.59999999999997,44.0,34.0
4672.889,329.2999999999999,41.0,48.0
1588.5220000000004,112.10000000000002,19.0,20.0
2985.201,219.20000000000005,39.0,39.0
473.85299999999995,30.9,7.0,7.0
1518.738,102.7,20.0,20.0
1704.209,119.80000000000001,14.0,14.0
3253.8190000000004,184.79999999999998,30.0,26.0
5989.9349999999995,386.80000000000007,53.0,46.0
1108.9579999999999,103.10000000000001,12.0,12.0
4315.701999999999,308.9,51.0,36.0
1820.6250000000002,123.80000000000001,23.0,23.0
3443.4710000000005,255.19999999999993,32.0,31.0
2435.5219999999995,182.79999999999993,29.0,29.0
1455.12,102.80000000000001,19.0,19.0
4977.908,356.0,43.0,43.0
4070.536,247.5,26.0,23.0
1054.156,70.29999999999998,14.0,14.0
3008.218,201.20000000000002,33.0,24.0
2293.829,149.5,24.0,24.0
3870.9089999999997,273.2,46.0,31.0
5209.362,348.79999999999984,48.0,56.0
3818.7490000000003,267.3,22.0,22.0
1676.276,125.0,21.0,21.0
3945.131,267.1,43.0,39.0
4574.18,417.9,45.0,48.0
4094.450999999999,305.49999999999994,41.0,43.0
603.474,39.2,10.0,10.0
1857.025,139.40000000000003,18.0,18.0
5241.119,358.00000000000006,49.0,45.0
3367.121,233.89999999999998,36.0,39.0
1841.5740000000003,121.50000000000003,25.0,25.0
517.122,33.6,7.0,7.0
517.122,33.6,7.0,7.0
2887.150999999999,214.79999999999995,31.0,31.0
2537.1669999999995,161.60000000000002,22.0,19.0
2397.4269999999997,176.60000000000002,28.0,17.0
1548.8909999999996,112.3,19.0,19.0
2561.336,235.99999999999997,30.0,31.0
1025.116,76.9,13.0,13.0
3810.651000000001,264.0,45.0,43.0
3642.7310000000007,267.0,40.0,35.0
4534.173999999998,257.4,48.0,33.0
2133.116,142.1,17.0,23.0
2924.1330000000003,209.59999999999997,29.0,28.0
2038.0150000000006,147.89999999999998,26.0,24.0
3616.7780000000002,269.49999999999994,37.0,35.0
1900.496,140.79999999999998,21.0,21.0
946.769,62.900000000000006,10.0,10.0
5401.536000000001,387.0999999999999,60.0,55.0
959.734,71.9,11.0,11.0
1216.5639999999999,79.10000000000001,12.0,12.0
4044.158,284.0,54.0,36.0
4353.5830000000005,475.4,34.0,33.0
1285.61,84.9,18.0,18.0
3394.7760000000007,224.10000000000002,33.0,31.0
5271.860999999998,373.2,57.0,63.0
437.569,28.4,7.0,7.0
818.994,54.60000000000001,8.0,10.0
2542.187,168.29999999999998,22.0,28.0
2542.187,168.29999999999998,22.0,28.0
4613.093,308.90000000000003,51.0,43.0
436.832,29.6,7.0,7.0
3005.089,223.20000000000002,31.0,31.0
4049.761,278.90000000000003,41.0,35.0
2012.373,129.20000000000002,19.0,19.0
2644.1389999999997,185.99999999999997,31.0,31.0
2156.9350000000004,161.3,23.0,23.0
2909.355,202.70000000000002,27.0,31.0
3431.5909999999994,242.70000000000002,42.0,38.0
2192.341,157.9,27.0,19.0
3890.2500000000005,270.6,42.0,36.0
1937.4250000000002,147.89999999999998,18.0,16.0
3701.2250000000004,246.0,41.0,35.0
3931.607,227.89999999999998,25.0,21.0
3400.0180000000005,258.9,42.0,42.0
1252.1019999999999,82.39999999999999,12.0,12.0
2308.2639999999997,212.09999999999994,22.0,22.0
5037.342999999999,352.8999999999999,41.0,44.0
3718.4680000000003,261.7,31.0,33.0
2949.8399999999997,216.89999999999998,30.0,35.0
4409.628,290.4,41.0,36.0
5246.080000000002,377.09999999999985,60.0,54.0
4988.215,350.99999999999994,37.0,37.0
1994.3579999999997,136.20000000000002,28.0,28.0
2391.625,172.89999999999998,25.0,25.0
3292.0359999999996,218.80000000000007,28.0,27.0
3313.0940000000005,221.50000000000003,33.0,39.0
5079.099999999999,362.7,58.0,50.0
4536.417999999999,305.19999999999993,48.0,47.0
4937.378999999999,299.0,35.0,25.0
2725.0669999999996,184.4,27.0,24.0
2760.0280000000002,177.1,29.0,29.0
2962.355,254.19999999999993,27.0,27.0
1527.1649999999997,100.1,21.0,21.0
3217.4700000000003,225.00000000000003,35.0,37.0
1235.9450000000002,69.10000000000001,9.0,9.0
4923.776999999997,355.69999999999993,52.0,58.0
3511.4469999999997,230.40000000000006,42.0,40.0
2054.341,135.20000000000002,27.0,28.0
2373.863999999999,173.2,28.0,26.0
2314.4879999999994,166.0,28.0,28.0
3018.4080000000004,213.1,25.0,25.0
1416.1569999999997,95.49999999999999,22.0,21.0
