nx_shortest_path_length,nx_shortest_travel_time_length,shortest_steps,time_steps,unique_node
2954.0730000000003,219.90000000000003,27,27,True
1621.214,116.7,14,16,True
492.613,32.800000000000004,7,8,True
811.7499999999999,53.3,13,13,True
3816.911,218.89999999999998,35,30,True
2838.1240000000007,200.69999999999996,32,29,True
4752.188,275.4,40,36,True
3244.667999999999,226.0,31,31,True
3369.7279999999996,240.4,34,34,True
4047.828,282.5,48,38,True
272.508,18.5,4,4,True
3609.360999999999,241.6,40,37,True
5303.669999999998,378.7,71,70,True
1258.677,81.9,14,14,True
4840.435000000001,339.99999999999994,57,59,True
3634.9539999999997,264.5,38,41,True
2382.8590000000004,164.1,24,18,True
2870.089,211.40000000000003,33,35,True
2127.517,141.3,21,17,True
2875.0600000000004,201.40000000000003,23,26,True
2530.413000000001,174.2,32,25,True
4693.985,304.49999999999994,41,45,True
3519.07,211.7,36,20,True
4213.3150000000005,299.7,38,41,True
4318.343,288.8,39,36,True
4001.1910000000007,263.30000000000007,46,43,True
1363.475,96.80000000000001,15,15,True
2151.9760000000006,148.5,25,18,True
1669.03,109.5,14,14,True
4713.151999999999,333.29999999999995,50,51,True
4569.729,305.9,55,52,True
3138.5109999999995,229.1,29,30,True
990.1030000000001,63.3,11,11,True
3700.052000000001,238.69999999999993,39,38,True
4967.3730000000005,335.7,53,43,True
4651.605,320.59999999999997,35,35,True
5903.444000000002,417.8999999999999,53,53,True
1768.6469999999997,131.79999999999998,15,15,True
3247.3659999999995,293.70000000000005,44,32,True
1917.9379999999999,128.0,25,24,True
2730.926999999999,206.5,33,30,True
1506.0780000000004,103.60000000000002,11,11,True
4968.962,330.1999999999999,51,59,True
2938.3779999999997,211.49999999999997,36,36,True
1690.6999999999996,110.80000000000001,20,20,True
3163.111000000001,213.6,44,42,True
5088.003000000001,356.0999999999999,58,60,True
3390.186,237.19999999999996,37,37,True
4956.13,346.7,48,51,True
3698.6350000000007,242.09999999999994,38,38,True
4620.909000000002,331.30000000000007,48,50,True
3985.7060000000006,279.19999999999993,43,45,True
1429.9359999999997,96.00000000000003,21,20,True
2591.854,184.0,29,29,True
4227.317999999999,304.29999999999995,36,40,True
3888.6510000000003,270.50000000000006,41,36,True
3409.0349999999994,224.79999999999995,45,43,True
1507.9410000000003,106.7,18,18,True
475.644,35.5,8,8,True
3763.835,272.4000000000001,36,36,True
753.18,55.4,11,11,True
3709.4519999999998,268.7000000000001,32,32,True
4186.849999999999,299.5000000000001,35,35,True
1826.483,132.70000000000002,19,19,True
4967.611999999999,325.49999999999994,51,59,True
1996.51,139.8,15,15,True
5027.303,350.2,63,49,True
367.723,27.400000000000002,6,6,True
2705.0800000000004,178.89999999999998,18,18,True
3144.378,206.09999999999994,29,29,True
1957.094,136.80000000000004,25,30,True
4690.918000000001,288.6000000000001,26,26,True
990.1030000000001,63.3,11,11,True
4812.123,301.4,39,35,True
1337.847,89.5,16,16,True
2377.7850000000003,152.29999999999998,25,25,True
2829.5570000000007,185.90000000000003,21,21,True
1057.643,78.8,14,14,True
2743.1059999999998,200.90000000000003,33,31,True
3502.0129999999986,247.70000000000005,42,41,True
3203.7999999999993,209.1,38,38,True
3275.758,226.70000000000002,33,32,True
657.222,42.7,9,9,True
3309.1740000000004,232.20000000000005,35,30,True
3291.367,238.10000000000002,32,32,True
2212.1070000000004,147.89999999999998,21,21,True
