nx_shortest_path_length,nx_shortest_travel_time_length,shortest_steps,time_steps,unique_node
2603.816,168.20000000000005,25,25,True
625.641,41.3,7,7,True
696.6060000000001,45.2,10,10,True
1115.5890000000002,72.4,16,16,True
3485.057,236.79999999999995,38,41,True
4129.675,281.1,45,47,True
3097.796,212.7,32,29,True
3189.732,219.39999999999998,34,36,True
4653.8240000000005,331.5999999999999,49,52,True
4730.851999999999,279.7,32,29,True
5131.723,307.4,40,39,True
1472.765,108.89999999999999,17,17,True
2322.517,172.1,27,27,True
3836.282,257.9,41,49,True
2517.772,191.8,29,35,True
578.402,82.5,7,8,True
167.27900000000002,11.0,6,6,True
1235.764,83.60000000000001,11,11,True
1030.089,67.1,15,14,True
4378.624999999998,309.9,44,44,True
1145.831,76.5,11,13,True
3441.141,237.79999999999995,32,32,True
2331.612,224.20000000000002,30,30,True
2724.2659999999996,178.39999999999998,26,24,True
3060.3880000000004,220.9,32,32,True
1111.676,81.6,15,15,True
3024.6600000000003,222.00000000000003,33,35,True
3474.169,249.2,38,37,True
2411.7739999999994,177.2,31,31,True
1738.3229999999999,118.50000000000003,21,24,True
327.584,21.9,5,5,True
2835.9920000000006,169.19999999999996,25,25,True
4203.349,240.09999999999997,49,29,True
2991.9809999999998,157.1,19,19,True
4401.499,301.19999999999993,44,44,True
3776.247,267.0,44,40,True
5737.420000000002,389.40000000000003,61,55,True
966.448,70.80000000000001,10,11,True
1144.354,76.0,18,17,True
2209.153,257.59999999999997,15,16,True
1918.593,139.4,21,21,True
3941.375000000001,260.59999999999997,39,28,True
3727.790000000001,267.29999999999995,41,41,True
1900.197,140.79999999999998,21,21,True
2337.8399999999992,139.59999999999997,25,19,True
2595.547,179.20000000000002,26,27,True
1295.1160000000002,86.89999999999999,17,17,True
4108.472,285.09999999999997,36,36,True
2862.678,191.9,20,20,True
5046.575999999998,342.50000000000006,59,53,True
2747.28,198.30000000000004,33,33,True
5168.815000000001,342.90000000000003,50,57,True
2846.4219999999996,200.50000000000003,27,28,True
4194.425000000001,298.79999999999995,41,41,True
1780.8029999999999,119.60000000000001,21,21,True
5259.209999999999,412.40000000000003,59,54,True
4570.5960000000005,327.4,45,45,True
2449.0870000000004,171.20000000000002,23,24,True
3108.1390000000006,214.50000000000006,27,31,True
4577.739999999999,244.6,33,25,True
5286.658999999999,356.2,57,58,True
3415.43,235.30000000000004,43,27,True
2706.582,180.8,28,23,True
4979.852000000001,358.39999999999986,42,45,True
4760.157999999999,308.8999999999999,54,55,True
1210.19,83.0,12,12,True
4286.324999999998,304.8999999999999,58,57,True
3072.117,212.00000000000003,32,28,True
2133.7219999999998,152.5,21,23,True
4786.004,321.79999999999995,56,48,True
4366.178999999999,248.20000000000005,38,31,True
1197.8100000000002,79.3,17,17,True
2182.383,159.79999999999998,28,28,True
2459.767,179.39999999999998,24,24,True
3383.5370000000003,220.2,33,33,True
6670.186999999999,400.40000000000003,58,54,True
661.5179999999999,45.400000000000006,10,7,True
3735.515,264.1,32,37,True
856.846,56.800000000000004,12,12,True
409.10799999999995,27.0,6,6,True
3922.8339999999994,240.4,37,28,True
3277.8030000000003,238.6,33,37,True
4051.8909999999996,271.29999999999995,38,38,True
4780.328000000001,335.09999999999997,41,41,True
3709.5640000000003,242.5,46,20,True
3739.562,267.0,46,45,True
2441.201,169.30000000000007,28,29,True
2279.9580000000005,150.4,21,21,True
749.0160000000001,49.0,10,10,True
2656.9170000000004,193.79999999999998,35,35,True
3500.304,227.69999999999993,37,37,True
4421.081999999999,317.70000000000005,44,44,True
4256.414000000001,294.99999999999994,41,41,True
2391.361,161.3,24,23,True
3785.7800000000016,266.70000000000005,46,45,True
4201.413,306.29999999999995,46,46,True
4288.673,290.99999999999994,59,49,True
5954.007999999998,415.50000000000006,63,66,True
3632.1339999999996,270.40000000000003,35,35,True
4447.548,291.30000000000007,49,50,True
2704.257,199.10000000000002,34,35,True
2977.4620000000004,199.59999999999997,31,30,True
346.811,22.4,5,5,True
4747.521000000001,329.7,49,44,True
3666.660999999999,263.8,38,38,True
3551.2100000000005,245.20000000000002,36,31,True
2584.9259999999995,183.29999999999995,28,28,True
1236.746,83.30000000000001,18,18,True
1585.5700000000002,153.1,25,21,True
2052.298,148.9,21,20,True
3368.0450000000014,205.70000000000002,31,31,True
4059.633,272.00000000000006,45,39,True
4248.008,291.40000000000003,53,49,True
4700.341000000001,342.0,39,39,True
4392.67,299.99999999999994,38,36,True
2296.529,158.60000000000002,20,20,True
3777.339999999999,251.0,35,35,True
4949.443,347.2,57,46,True
3639.485,236.20000000000002,42,42,True
1660.9059999999995,167.4,19,23,True
2596.6020000000008,167.6,30,30,True
4952.480999999999,352.59999999999997,53,59,True
1488.644,104.80000000000001,19,20,True
2064.8219999999997,147.79999999999998,28,29,True
3784.4849999999997,270.59999999999997,43,38,True
593.533,38.5,9,9,True
2606.7979999999993,153.40000000000003,37,15,True
2793.1930000000007,193.40000000000003,36,34,True
2768.687,205.89999999999998,31,31,True
3216.717,234.00000000000003,31,34,True
1657.3959999999997,107.50000000000001,19,19,True
3871.2570000000005,254.00000000000003,44,39,True
1430.7710000000002,130.1,19,20,True
4455.656999999999,316.1000000000001,42,42,True
3682.8179999999998,201.1,22,22,True
3648.9430000000007,267.6,32,32,True
5139.842000000001,337.0,55,61,True
3381.870999999999,206.9,28,25,True
2413.2329999999993,157.4,30,30,True
2597.8439999999996,184.6,26,26,True
469.02399999999994,30.3,8,8,True
1285.8020000000001,87.6,8,8,True
2470.576,165.70000000000002,27,27,True
1736.5799999999997,124.39999999999999,20,20,True
4188.7029999999995,296.8,34,34,True
5213.355000000001,371.7,42,42,True
1340.8319999999999,86.60000000000001,14,14,True
2711.4139999999993,178.79999999999998,28,29,True
3968.3339999999994,278.8,48,43,True
2108.2549999999997,137.8,28,25,True
1633.2300000000005,112.3,13,13,True
2248.9400000000005,161.89999999999998,27,22,True
4056.55,266.40000000000003,42,43,True
3474.0860000000007,243.9,41,34,True
4049.752,278.90000000000003,31,34,True
993.733,65.4,11,11,True
617.152,40.2,5,5,True
1707.9660000000001,113.0,19,18,True
516.666,33.6,8,8,True
1463.9599999999998,96.0,13,13,True
5229.393000000001,343.40000000000003,60,54,True
1488.867,100.60000000000002,20,20,True
981.482,68.60000000000001,12,12,True
4855.307999999999,324.29999999999995,55,46,True
2465.554,183.1,33,33,True
4484.315,295.8,48,42,True
926.3370000000001,64.10000000000001,10,10,True
1251.863,82.7,14,11,True
3277.377,226.70000000000005,31,31,True
2940.884,192.8,32,18,True
1565.8289999999997,101.89999999999999,19,18,True
5024.578000000001,355.1999999999999,58,54,True
2284.8740000000003,157.50000000000003,28,28,True
3971.8490000000006,358.2,40,32,True
4172.159000000001,380.2999999999999,35,50,True
4736.687,338.5000000000001,47,47,True
2570.0440000000003,183.30000000000004,29,34,True
2550.029,165.7,24,24,True
5651.699,360.0999999999999,43,50,True
1360.386,90.1,21,21,True
4359.349999999999,314.20000000000005,43,42,True
2703.462000000001,183.7,32,25,True
2267.51,167.9,25,25,True
2752.8050000000003,178.20000000000005,41,29,True
3167.2690000000002,212.9,36,38,True
974.7449999999999,63.199999999999996,12,12,True
4129.747000000001,276.0999999999999,42,42,True
2820.3270000000007,196.99999999999997,26,29,True
4642.223999999999,376.4,41,44,True
4363.469000000002,309.2,39,39,True
4416.213000000001,228.1,25,24,True
3167.1929999999998,224.29999999999995,32,32,True
1374.2869999999998,95.60000000000001,17,17,True
2837.3300000000004,196.10000000000002,31,36,True
1404.4900000000002,195.5,18,18,True
3125.3709999999996,213.3,34,33,True
3821.692,258.3,44,43,True
1925.977,112.79999999999998,20,22,True
5128.7970000000005,322.80000000000007,52,38,True
4051.0480000000002,273.9,41,48,True
4052.072,278.9999999999999,40,45,True
4429.322,309.0,50,41,True
5453.5509999999995,350.49999999999994,45,39,True
2003.234,151.7,15,16,True
4236.149000000001,301.09999999999997,39,42,True
4295.8,289.2,40,37,True
3023.5679999999998,218.50000000000003,32,32,True
3713.3090000000007,267.3,36,39,True
2131.221,142.7,25,25,True
1981.058,119.00000000000001,17,18,True
4456.678000000001,311.5,51,40,True
3325.1099999999997,219.39999999999998,35,31,True
2145.067,155.49999999999997,15,15,True
1128.4660000000001,73.19999999999999,14,14,True
1329.502,96.39999999999999,16,16,True
3863.5660000000003,279.39999999999986,40,40,True
2059.108,150.99999999999997,24,24,True
4781.378000000001,334.2,49,53,True
3995.4049999999993,241.59999999999997,44,26,True
1271.7019999999998,176.7,15,16,True
2950.4909999999995,216.69999999999996,36,36,True
2325.365,170.10000000000002,22,25,True
1080.642,74.9,12,12,True
3819.192,252.70000000000002,44,38,True
1179.906,78.19999999999999,17,17,True
1606.472,118.6,16,16,True
2034.0180000000003,133.99999999999997,17,17,True
2594.4069999999997,193.50000000000003,31,31,True
4620.317000000001,326.4999999999999,50,49,True
1312.692,94.1,11,11,True
4001.231,267.29999999999995,38,23,True
6134.557999999998,400.70000000000005,59,51,True
875.964,65.3,5,5,True
4435.107,259.4,41,38,True
553.2510000000001,36.3,9,8,True
889.6830000000001,57.300000000000004,12,12,True
2897.1200000000003,202.99999999999997,23,23,True
3245.681000000001,229.80000000000004,34,36,True
4506.457999999999,305.49999999999994,47,47,True
2397.781,175.8,25,29,True
3558.1,315.29999999999995,25,27,True
1154.087,78.6,16,15,True
4535.212,312.4,51,30,True
2484.1440000000007,183.79999999999998,30,30,True
3864.723,272.5,46,24,True
1588.2849999999999,106.8,25,24,True
2329.359,149.70000000000002,22,22,True
1763.372,128.49999999999997,19,19,True
3328.1040000000003,215.1,40,38,True
1327.699,97.3,18,18,True
3651.127,215.10000000000002,37,28,True
4054.5519999999997,287.19999999999993,31,34,True
4937.891,335.80000000000007,42,50,True
3967.2210000000005,191.9,28,18,True
3198.1440000000002,228.70000000000005,28,28,True
1443.877,95.9,9,9,True
1128.074,81.9,12,12,True
3799.563,328.80000000000007,44,41,True
4555.000000000001,291.7,45,45,True
2054.02,136.50000000000003,21,21,True
2326.9220000000005,150.6,29,29,True
3944.6089999999995,276.4,45,44,True
1987.2569999999998,219.39999999999998,19,19,True
416.595,31.1,3,3,True
3010.7059999999997,201.70000000000007,32,38,True
4680.747999999999,326.5,47,52,True
4459.926000000001,307.6,49,39,True
1806.3850000000002,133.40000000000003,20,20,True
0.0,0.0,1,1,True
4269.597000000001,307.39999999999986,42,42,True
1248.3020000000001,101.6,13,13,True
1827.215,119.3,23,23,True
3663.492999999999,239.5,41,37,True
2950.791,210.40000000000006,32,32,True
1149.2259999999999,83.30000000000001,16,16,True
705.412,46.5,8,8,True
4714.040000000001,338.9999999999999,44,44,True
3475.601,228.80000000000004,40,35,True
825.5400000000001,53.7,9,9,True
1515.7340000000002,107.0,13,13,True
1598.6899999999998,107.10000000000001,20,20,True
2224.944,157.5,18,18,True
1301.543,87.39999999999999,20,19,True
4973.616000000002,329.79999999999995,55,53,True
2912.7210000000005,196.60000000000005,31,26,True
1568.434,114.2,22,22,True
1710.8050000000003,112.0,19,19,True
3005.523,207.1,29,29,True
776.3570000000001,50.6,11,11,True
5601.991,378.60000000000014,43,43,True
2857.2679999999996,185.49999999999997,31,31,True
2315.555,163.79999999999998,26,26,True
601.1049999999999,39.1,7,7,True
3793.8669999999993,270.2,37,39,True
4472.332,310.69999999999993,45,49,True
3172.5869999999995,231.1,28,28,True
5510.784999999997,361.79999999999995,64,64,True
3319.525,216.69999999999993,33,33,True
3238.494,226.9,26,26,True
1272.3500000000001,94.80000000000001,11,11,True
3806.2249999999995,250.0,41,42,True
3780.801,272.69999999999993,32,43,True
2635.478,250.19999999999993,25,23,True
828.9939999999998,53.9,11,11,True
4390.061000000001,288.2999999999999,44,44,True
2510.2440000000006,183.20000000000002,29,29,True
2743.3560000000007,191.70000000000005,33,33,True
3905.764999999999,276.70000000000005,46,43,True
809.0410000000002,53.300000000000004,11,11,True
5054.595000000001,348.9,47,44,True
1066.48,71.69999999999999,16,15,True
1254.3660000000002,85.50000000000001,15,18,True
5964.335,379.49999999999994,74,44,True
5243.710000000001,357.69999999999993,42,42,True
2187.245,163.0,22,22,True
2529.4230000000002,124.20000000000002,10,10,True
2108.604,149.1,22,18,True
1634.717,115.5,21,20,True
300.312,21.4,5,5,True
4024.3650000000002,274.40000000000003,49,34,True
3141.1929999999993,208.1,31,32,True
4063.652,287.4999999999999,41,35,True
931.0920000000001,68.1,10,10,True
2893.8379999999997,200.60000000000002,34,19,True
4849.489000000001,343.7,40,40,True
969.206,62.4,14,13,True
2060.353,147.20000000000002,24,25,True
3082.7389999999996,165.00000000000003,17,17,True
2133.5489999999995,156.70000000000002,24,24,True
2715.652999999999,179.89999999999998,30,30,True
1401.7730000000001,95.0,16,16,True
1017.0039999999999,69.1,10,10,True
4373.673,319.70000000000005,46,49,True
2974.256000000001,197.59999999999997,40,39,True
5440.009999999998,372.6,51,55,True
2166.8129999999996,150.39999999999998,29,28,True
2072.12,140.40000000000003,31,29,True
1639.0019999999997,118.10000000000001,21,21,True
1230.771,83.30000000000001,12,12,True
815.2379999999999,94.50000000000001,10,10,True
2324.225,162.49999999999997,34,33,True
432.046,28.000000000000004,6,6,True
2608.455000000001,189.39999999999998,36,37,True
4129.910000000001,292.89999999999986,54,47,True
890.1890000000001,58.00000000000001,12,12,True
3106.3959999999993,202.99999999999997,33,32,True
2109.269,138.10000000000002,21,15,True
3529.0929999999994,231.69999999999996,37,37,True
2878.8880000000004,204.0,32,21,True
3494.6760000000004,231.39999999999995,42,35,True
5128.465999999998,337.2999999999999,60,60,True
2269.1849999999995,189.0,28,33,True
4048.7290000000007,263.9999999999999,41,41,True
2053.817,145.29999999999998,19,19,True
2540.004,170.50000000000003,26,24,True
4993.683,344.7,51,55,True
816.2890000000001,60.8,5,5,True
3454.973000000001,248.50000000000003,37,33,True
2636.474,182.99999999999997,34,28,True
2809.74,203.3,34,32,True
4250.139999999999,248.70000000000005,38,37,True
2299.9889999999996,158.00000000000003,25,25,True
1888.1440000000002,123.99999999999999,23,23,True
3082.6789999999996,208.6,27,26,True
740.314,48.5,9,9,True
1282.426,83.3,15,15,True
2487.1150000000002,167.8,19,20,True
1296.913,84.70000000000002,13,13,True
3320.6419999999994,325.90000000000003,30,40,True
2048.567,142.89999999999998,24,24,True
2665.192,132.10000000000002,34,11,True
4468.422,294.29999999999995,48,39,True
5823.607999999999,385.59999999999985,59,62,True
2142.5629999999996,151.1,17,19,True
3189.9450000000006,206.9,27,37,True
4646.202,326.70000000000005,42,42,True
3316.9799999999996,231.6,33,28,True
2820.5729999999994,196.79999999999995,28,24,True
2385.884,176.40000000000003,24,23,True
1709.334,120.40000000000002,22,22,True
3802.984000000001,249.89999999999992,37,35,True
5795.071000000003,408.49999999999994,59,56,True
583.5989999999999,41.3,7,7,True
2940.3830000000003,191.9,33,33,True
1283.919,87.49999999999999,15,16,True
3870.3839999999996,270.69999999999993,50,47,True
2988.2909999999997,220.99999999999994,40,40,True
3249.1439999999993,184.8,22,22,True
3298.572,234.2,41,38,True
834.3939999999999,57.7,11,11,True
2447.2360000000003,208.89999999999998,19,23,True
674.3570000000001,50.3,7,7,True
1791.472,128.4,18,18,True
4774.249,296.4999999999999,44,40,True
3316.3069999999993,236.70000000000002,30,29,True
4462.194,322.1999999999999,46,47,True
4050.9469999999997,279.3,47,36,True
4022.6450000000004,286.30000000000007,41,41,True
2501.1059999999998,163.6,24,24,True
1833.0060000000003,136.4,15,15,True
2474.1569999999997,183.09999999999997,27,27,True
4052.8419999999996,201.7,19,18,True
2415.47,170.29999999999995,28,31,True
2844.105,190.49999999999997,32,31,True
3350.138,181.4,26,26,True
291.786,21.8,5,5,True
4618.351999999998,302.7,51,52,True
3071.4039999999995,195.69999999999996,27,27,True
2334.0139999999997,159.50000000000003,23,23,True
4766.112999999999,312.6,53,52,True
3681.753,261.99999999999994,37,41,True
3265.948,177.2,20,20,True
2717.9149999999995,135.3,12,12,True
786.748,50.60000000000001,11,11,True
4262.940999999999,309.09999999999997,40,40,True
3702.317,240.90000000000003,39,39,True
2141.5429999999997,137.50000000000003,20,19,True
1413.092,91.9,20,21,True
1614.8070000000002,119.50000000000001,20,20,True
4137.757,270.2,47,44,True
1376.6149999999996,91.1,24,24,True
3102.13,215.8,32,32,True
2654.37,178.9,22,22,True
3550.1919999999996,250.60000000000005,27,43,True
4800.188,266.9,40,22,True
965.733,71.89999999999999,12,12,True
3710.8350000000005,265.2,33,33,True
1949.913,127.10000000000001,25,25,True
1651.6389999999997,122.89999999999998,23,23,True
3659.647000000001,205.3,29,21,True
2692.2470000000003,190.80000000000004,31,31,True
3896.2429999999995,280.8999999999999,38,37,True
1523.7269999999999,182.2,19,19,True
1079.666,110.3,15,15,True
3213.945000000001,217.80000000000004,36,38,True
3971.0560000000005,266.2,44,38,True
1128.361,73.30000000000001,8,8,True
3338.5250000000005,236.3,41,38,True
1204.3940000000002,78.30000000000001,18,18,True
2439.3860000000004,168.79999999999995,27,22,True
4535.3110000000015,307.7,49,38,True
4760.643999999999,317.4000000000001,47,47,True
1897.5829999999999,138.29999999999998,22,22,True
2267.6449999999995,167.90000000000003,25,25,True
464.94500000000005,30.2,8,8,True
1841.463,137.20000000000002,27,27,True
3983.06,240.40000000000003,39,29,True
2328.409,162.9,25,25,True
2149.5449999999996,154.6,21,21,True
2982.205,213.69999999999996,27,30,True
2078.659,135.99999999999997,22,22,True
2653.226,183.10000000000005,35,42,True
2536.58,189.09999999999997,32,32,True
1569.226,114.69999999999999,17,17,True
2828.5660000000007,193.7,32,32,True
1931.5620000000004,143.29999999999998,22,21,True
4157.152999999999,286.40000000000003,51,38,True
1941.649,127.8,16,19,True
4575.796,329.5,39,37,True
1385.9250000000002,91.6,14,15,True
2106.8329999999996,152.39999999999998,15,15,True
3491.774,230.79999999999993,36,36,True
2617.6459999999997,176.99999999999997,26,26,True
4408.889999999999,304.30000000000007,47,52,True
2575.0129999999995,186.19999999999996,21,24,True
3339.9539999999997,236.0,42,39,True
1106.6979999999999,75.4,15,15,True
3999.9809999999993,227.4,36,31,True
1677.6480000000001,167.49999999999994,22,21,True
5225.135,349.1999999999999,60,56,True
1257.774,88.6,21,21,True
2154.783,143.40000000000003,26,25,True
5326.195000000001,354.69999999999993,62,53,True
4850.352,343.7999999999999,60,56,True
5457.831000000002,388.39999999999986,71,56,True
4472.676,314.70000000000005,50,39,True
5439.119,372.8000000000002,57,62,True
2987.591,216.99999999999997,32,34,True
2450.041,163.99999999999997,24,23,True
1065.724,70.39999999999999,11,12,True
5190.171000000001,462.8999999999999,43,43,True
6043.104999999999,398.99999999999994,66,58,True
1548.6820000000002,107.0,14,14,True
2953.7649999999994,151.5,13,14,True
1284.942,94.60000000000001,14,14,True
2270.0919999999996,149.5,32,31,True
1884.0230000000001,122.39999999999999,18,18,True
2526.268,129.3,9,9,True
2051.147,135.39999999999998,21,25,True
1594.8220000000006,125.0,21,23,True
3051.380999999999,291.4000000000001,32,38,True
